SiO2  ,Al2O3 ,Fe2O3 ,MnO ,MgO ,CaO ,Na2O ,K2O ,TiO2 ,P2O5 
59.37,14.33,6.14,0.069,2.46,2.03,1.23,2.84,0.94,0.11
61.68,12.43,5.13,0.074,2.04,3.21,1.11,2.23,0.95,0.09
65.46,9.96,4.26,0.078,1.48,4.51,1.79,1.72,1.01,0.1
60.8,15.02,6.34,0.082,2.63,1.88,1.55,2.42,0.83,0.09
61.73,13.99,5.936,0.08,2.39,1.84,1.37,2.49,0.85,0.09
65.22,12.13,4.78,0.075,1.63,1.82,1.24,2.24,0.87,0.09
61.15,11.77,5.79,0.087,2.45,3.75,1.56,1.97,1.03,0.16
63.76,11.2,4.54,0.078,1.81,3.49,1.22,1.97,0.87,0.1
61.65,13.38,5.34,0.071,2.09,2.15,0.86,2.55,0.83,0.12
64.25,11.97,4.56,0.079,1.56,1.69,1,2.11,0.83,0.07
58.9,14.57,6.43,0.092,2.36,1.85,1,2.59,0.85,0.08
59.92,14.42,5.55,0.062,2.15,2.39,1.03,2.84,0.69,0.07
62.18,10.66,4.88,0.072,2.08,4.64,1.32,1.85,0.91,0.13
57.79,13.47,6.03,0.073,2.5,2.55,1.11,2.53,0.94,0.09
60.26,12.89,5.45,0.072,2.35,2.76,1.33,2.31,0.9,0.1
59.89,13.59,5.62,0.074,2.29,2.94,1.13,2.47,0.83,0.11
60.95,13.94,5.97,0.089,2.12,1.83,0.84,2.4,0.88,0.09
64.81,12.55,4.91,0.08,1.93,1.82,1.2,2.2,0.84,0.1
62.01,13.61,5.51,0.073,2.06,1.82,1.09,2.7,0.84,0.09
61.12,14.35,6.41,0.089,2.22,1.9,1,2.47,0.94,0.09
63.45,12.64,4.9,0.079,1.76,2.13,1.02,2.18,0.86,0.08
63.02,13.6,5.34,0.077,1.84,1.51,0.82,2.36,0.9,0.08
58.78,13.6,6.27,0.102,2.18,2.53,0.97,2.34,1.02,0.1
57.31,14.51,7.01,0.103,2.17,2.06,1.14,2.7,1.12,0.12
60.43,13.54,6.54,0.141,1.9,2.39,1.312,2.42,0.92,0.09
56.34,12.69,6.55,0.087,3.61,4.21,1.2,2.33,0.97,0.15
59.01,13.17,6.03,0.087,2.81,2.45,1.3,2.57,0.88,0.1
57.51,13.16,7.02,0.092,3.15,3.32,1.53,2.09,1,0.09
57.75,13.86,7.56,0.098,2.91,3.45,1.34,2.13,1.22,0.11
60.1,15.26,6.41,0.085,2.22,1.44,0.88,2.77,0.86,0.07
61.66,14.01,5.43,0.078,2.11,1.81,1.04,2.64,0.83,0.08
61.29,14.87,5.77,0.068,2.18,1.52,1.11,2.92,0.8,0.07
60.09,14.61,6.12,0.077,2.26,1.57,1.02,2.8,0.88,0.09
61.23,14.32,5.78,0.074,2.16,2.05,1.64,2.63,0.95,0.09
61.09,14.24,5.71,0.079,2.05,1.57,0.8,2.46,0.84,0.09
53.39,13.31,9.07,0.127,3.26,4.72,1.67,1.42,1.72,0.11
59.85,13.09,6.92,0.119,1.83,1.32,1.03,2.45,0.98,0.09
58.4,14.82,5.78,0.074,2.08,1.77,0.99,2.8,0.87,0.09
62.31,10.42,4.63,0.064,2.02,6.35,1.9,1.19,0.93,0.11
59.87,12.66,6.69,0.1,2.66,5.17,1.98,1.24,0.99,0.08
59.99,12.15,5.44,0.074,2.79,4.66,0.56,1.62,0.8,0.09
61.33,11.25,5.09,0.067,2.51,4.74,0.63,1.42,0.82,0.11
65.71,10.22,4.77,0.078,1.76,4.43,0.66,1.35,0.98,0.07
64.12,10.67,5.11,0.071,1.91,3.36,1.03,1.29,1.23,0.07
62.91,12.23,5.96,0.093,2.36,3.71,0.94,1.73,1.06,0.06
58.77,12.72,6.11,0.087,2.5,5.99,1.04,1.85,1.08,0.08
60.28,10.42,7.45,0.113,2.14,7.38,2.13,0.98,1.86,0.06
60.44,11.47,5.87,0.072,2.02,6.03,1.23,1.51,1.43,0.07
64.04,9.68,4.32,0.065,1.55,4.18,0.84,1.43,1.03,0.08
65.76,10.16,3.94,0.075,1.66,3.08,1.18,1.53,0.98,0.09
59.21,9.5,4.8,0.073,2.12,8.98,0.65,1.26,1.09,0.08
65.3,11.05,4.92,0.085,2.36,3.31,1.32,2.03,0.8,0.21
66.36,10.3,4.67,0.102,2,3.69,1.38,1.65,0.85,0.17
65.33,9.88,5.26,0.088,2.15,6.28,1.77,1.36,0.9,0.11
58.24,12.34,5.13,0.056,2.87,5.15,0.54,1.6,0.79,0.09
62.74,11.79,5.19,0.088,2.12,4.2,0.64,1.67,0.92,0.08
65.39,8.9,3.72,0.068,1.48,3.78,0.87,1.3,0.83,0.08
67.73,10.06,5.1,0.084,2.01,4.58,1.42,1.37,1.05,0.1
64.83,11.83,5.48,0.086,1.94,4.11,1.03,2.02,1.02,0.09
61.57,10.11,4.6,0.06,1.5,10.9,1.7,1.33,0.88,0.05
68.13,9.45,4.75,0.101,1.39,4.24,0.99,1.42,0.97,0.09
66.55,9.81,4.19,0.074,1.61,5.03,1.14,1.41,0.92,0.09
69.85,11.03,4.59,0.087,1.62,1.85,1.14,1.69,0.87,0.07
64.57,10.57,3.87,0.063,1.76,3.13,1.29,1.75,0.72,0.11
60.92,11.4,5.59,0.091,2.4,3.55,1.42,1.81,1.12,0.09
65.42,11.83,5.14,0.086,2.02,2.45,1.6,2.03,0.87,0.11
68.91,9.85,6.25,0.13,1.47,2.91,1.65,1.59,1.28,0.11
67.21,10.65,5.08,0.091,1.96,3.57,1.48,2.03,0.86,0.11
66.66,10.29,5.14,0.104,2.04,3.91,0.9,1.74,0.87,0.08
69.94,8.71,4.47,0.063,1.5,4.97,1.01,1.36,0.85,0.11
62.47,12.35,5.83,0.061,2.57,3.9,0.81,1.84,0.94,0.09
64.23,10.5,4.5,0.058,1.76,6.86,1.39,1.63,0.98,0.08
65.81,11.38,5.1,0.087,1.85,4.65,1.25,1.44,0.9,0.08
61.13,12.3,6.61,0.107,2.41,5.17,0.97,1.39,0.9,0.08
64.17,10.33,4.57,0.067,1.99,6.53,1,1.42,0.8,0.1
64.83,10.16,4.79,0.07,1.81,6.3,1.26,1.43,0.99,0.09
64.5,10.37,4.55,0.066,1.94,6.56,0.97,1.41,0.8,0.1
64.13,11.63,5.76,0.101,2.09,4.2,1.44,1.28,1.2,0.07
63.24,11.74,5.37,0.087,2.24,4.55,1.22,1.68,0.86,0.1
65.89,11.23,5.77,0.095,1.88,4.05,1.21,1.61,0.97,0.1
65.69,11.53,4.68,0.078,1.97,2.54,1.47,2.08,0.81,0.13
69.72,9.18,4.95,0.08,1.48,6.74,2.31,1.36,0.93,0.09
64.89,10.5,5.47,0.085,1.84,4.56,1.14,1.78,0.9,0.16
67.87,10.84,5.04,0.062,1.53,3.4,1.07,1.45,0.94,0.08
69.58,10.98,4.93,0.089,1.83,2.33,1.38,1.7,0.92,0.08
60.82,12.03,6.58,0.085,2.54,5.57,1.15,1.36,1.12,0.09
65.07,10.35,3.7,0.055,1.61,7.9,2.23,1.41,0.8,0.11
65.03,10,5.42,0.066,2.14,4.7,0.65,1.43,0.8,0.08
56.98,9.47,3.76,0.048,1.84,13.11,1.26,1.22,0.68,0.06
63.95,11.94,5.27,0.061,2.42,3.07,0.65,1.51,0.86,0.1
66.69,9.18,5.35,0.115,1.64,5.49,1.01,1.38,1.33,0.08
67.17,11.44,5.36,0.106,1.78,2.35,0.95,1.85,0.99,0.08
65.25,12.2,5.66,0.082,1.94,2.82,0.99,1.6,1.05,0.08
68.44,10.64,4.8,0.062,1.83,2.99,1.57,1.3,0.78,0.06
64.18,11.72,5.43,0.081,2.34,3.64,0.81,1.75,0.85,0.1
68,10.47,4.73,0.082,1.38,4.15,1.15,1.69,0.88,0.08
67.7,11.16,5.04,0.093,1.97,3.45,1.82,2.03,0.96,0.17
64.9,10.05,5.36,0.114,1.89,4.72,1.31,1.73,1.24,0.14
63.31,11.38,5.37,0.084,2.03,5.22,1.18,1.82,0.87,0.09
63.71,12.6,5.45,0.074,2.08,4.51,1.39,1.37,0.85,0.07
62.2,10.88,4.66,0.05,2.04,8.55,1.22,1.59,0.81,0.08
65.59,9.77,5.65,0.128,1.69,6.05,0.93,1.16,1.62,0.08
66.83,10.76,4.55,0.088,1.94,4.59,1.4,1.41,0.94,0.1
62.28,12.49,6.32,0.119,2.28,2.73,1.05,2.53,1.04,0.08
64.19,13.44,5.88,0.092,1.95,1.76,0.82,2.43,0.96,0.08
60.16,11.92,5.36,0.09,2.07,4.68,0.77,2.04,1.11,0.09
66.95,10.05,5.85,0.125,1.34,3.57,1.57,1.17,1.51,0.08
58.78,11.3,4.81,0.071,2.26,7.11,1.54,1.59,0.88,0.1
63.81,10.94,5.25,0.108,2.08,5,0.86,1.36,0.87,0.07
62.07,11.55,5.73,0.083,2.61,5.83,1.84,1.11,0.92,0.09
62.53,11.15,4.96,0.079,2.24,6.91,1.36,1.44,0.99,0.08
66.51,10.99,4.83,0.088,1.78,2.57,1.57,2.07,0.92,0.1
64.96,10.83,5.23,0.091,1.78,4.67,1.44,1.5,0.99,0.12
65.67,11.16,5.11,0.077,2.07,4.52,0.93,1.45,0.89,0.09
67.36,9.61,4.21,0.081,1.68,5.85,1.34,1.48,0.9,0.08
58.29,12.84,6.97,0.073,2.64,5.75,0.61,1.41,1.17,0.16
65.44,10.51,6.73,0.106,2.3,2.27,0.8,1.99,1.22,0.05
62.48,13.18,6.34,0.096,2.24,2.87,1.18,2.34,0.97,0.08
68.19,11.25,5.51,0.105,1.7,3.77,1.32,1.82,1.06,0.1
67.35,10.28,5.01,0.1,1.65,3.77,1.47,1.64,1.06,0.1
67.58,10.35,4.71,0.075,1.78,3.56,1.25,1.37,0.98,0.08
61.98,11.52,5.3,0.071,2.45,4.83,0.65,1.52,0.88,0.09
63.05,11.04,5.4,0.089,2.28,5.96,0.78,1.51,0.91,0.1
62.02,9.56,4.41,0.071,1.78,9.72,0.93,1.42,0.82,0.08
69.87,10.73,4.67,0.103,1.52,2.05,1.34,1.78,0.86,0.08
65.48,10.54,5.98,0.104,1.75,4.87,1.34,1.76,1.2,0.11
64.1,11.75,5.44,0.085,2.21,4.03,0.75,1.58,0.94,0.09
67.91,10.84,4.24,0.078,1.71,3.37,1.33,1.52,0.74,0.07
68.02,10.77,3.71,0.067,1.4,6.68,2.78,1.54,0.87,0.1
62.81,11.05,6.99,0.092,2.86,3.5,1.01,2.43,1.02,0.07
64.84,11.06,5.9,0.091,2,2.85,1.04,2.28,1,0.08
67.3,10.42,4.62,0.091,1.56,3.41,1.7,1.84,0.88,0.07
67.28,10.11,4.17,0.079,1.49,4.48,1.64,1.56,1.09,0.09
63.34,13.23,5.88,0.058,2.44,2.87,1.37,2.06,0.86,0.08
58.37,12.15,5.59,0.066,2.83,6.67,0.59,1.62,0.86,0.1
62.12,10.88,5.66,0.231,2.12,5.43,0.66,1.52,0.92,0.08
64.05,9.01,4.56,0.106,1.83,7.3,1.1,1.18,0.84,0.07
61.87,10.87,5.56,0.105,2.33,7.03,1.26,1.25,0.82,0.09
67.49,10.85,5.62,0.118,1.84,3.71,1.51,1.81,1.12,0.12
63.78,11.01,5.38,0.079,2.13,5.98,0.85,1.55,0.99,0.1
64,12.53,5.82,0.107,2.1,3.71,1.25,1.34,0.99,0.07
71.08,9.62,3.87,0.085,1.29,3.73,1.91,1.62,0.9,0.08
62.48,11.56,7.09,0.141,2.69,4.32,1.11,2.05,1.39,0.12
64.12,9.05,4.98,0.169,3,5.51,0.85,2,0.64,0.09
65.5,12.38,5.34,0.096,1.95,3.11,1.71,2.1,0.96,0.1
61.77,14.42,6,0.083,2.11,2.35,0.77,2.48,0.86,0.09
62.4,13.17,6.29,0.092,2.4,2.4,0.93,2.16,1.02,0.1
61.56,13.21,5.73,0.066,2.44,2.94,0.86,1.92,0.92,0.08
62.88,11.67,5.21,0.174,2.14,2.98,1.03,1.56,0.87,0.07
64.62,11.25,5.83,0.217,2.07,2.12,0.68,1.66,0.82,0.07
62.45,11.19,5.69,0.11,1.92,5.18,2.86,1.18,1.13,0.07
64.89,12.31,4.07,0.071,2.79,7.72,5.08,1.25,0.84,0.1
63.47,10.74,5.56,0.099,2.19,5.51,1.5,1.86,1.08,0.15
64.39,11.81,5.75,0.091,2.1,4.21,1.2,1.18,0.97,0.08
65.98,12.29,5.07,0.081,1.9,3.64,1.81,1.51,0.86,0.08
63.9,10.62,5.28,0.114,1.66,6.11,1.63,1.72,1.1,0.09
62.58,10.52,5.39,0.091,2.34,5.58,1.65,1.86,0.98,0.07
58.23,15.46,6.52,0.078,2.72,3.52,1.53,2.74,0.96,0.14
63.81,14.45,5.67,0.079,1.88,2.13,1.47,2.68,0.77,0.08
63.07,14.94,5.33,0.07,2.19,2.06,2.14,2.54,0.76,0.09
64.35,13.1,6.35,0.093,2.13,3.77,1.31,2.2,1.11,0.09
64.09,11.53,9.06,0.087,1.77,4.7,1.87,1.24,1.61,0.08
70.714,9.26,5.02,0.093,1.85,4.51,1.05,1.3,0.73,0.07
56.48,11.37,5.6,0.133,2.72,7.87,1.44,1.3,0.86,0.06
66.66,10.98,5.35,0.119,1.51,5.49,2.1,1.47,1.09,0.1
66.35,10.38,4.8,0.094,1.52,6.59,2.7,1.5,1.15,0.09
66.73,11.56,5.66,0.103,2.03,3.78,1.67,2.03,1.07,0.11
70.83,9.83,4.45,0.084,1.38,3.94,1.57,1.74,0.89,0.09
69.85,10.52,5.36,0.137,1.3,3.8,1.95,1.76,1.14,0.12
64.9,12.11,5.21,0.085,2.02,2.47,1.48,2.23,0.93,0.07
61.04,13.7,6.82,0.123,2.34,4.07,1.88,2.13,1.34,0.09
59.55,12.38,5.93,0.102,1.9,8.62,2.2,1.7,1.2,0.1
64.92,12.69,4.6,0.081,1.82,2.26,1.89,2.16,0.96,0.1
62.52,13.96,6.23,0.092,2.07,4.27,2.1,2.02,1.01,0.11
65.95,12.33,7.07,0.121,1.86,4.3,1.8,1.71,1.49,0.11
63.83,10.7,5.53,0.126,1.98,5.23,1.38,1.44,1.03,0.09
60.7,12.65,5.27,0.129,2.16,4.26,6.19,1.52,0.93,0.09
65.27,12.31,5.47,0.113,1.84,2.54,1.79,1.81,1.01,0.1
59.91,13.3,4.06,0.059,1.5,5.04,2.31,1.58,1.06,0.07
61.63,11.1,5.97,0.113,1.93,8.13,2.23,1.42,1.38,0.1
64.45,11.62,6.06,0.101,2.04,3.35,1.46,1.79,1.12,0.13
61.46,14.27,8.49,0.137,2.08,3.24,1.43,2.17,2.1,0.17
61.08,15.18,7.09,0.122,2.08,2.65,1.79,2.5,1.22,0.13
65.01,14.08,5.53,0.105,1.73,3.63,2.44,2.06,0.96,0.1
63.54,14.67,5.42,0.072,2.04,2.51,1.81,2.94,0.8,0.07
63.23,13.7,4.42,0.072,1.55,5.31,2.34,2.58,0.69,0.1
69.22,11.13,4.89,0.097,1.4,3.29,1.62,1.94,0.97,0.08
68.68,11.93,5.34,0.089,1.52,3.3,1.77,1.9,0.94,0.1
63.19,13.1,5.58,0.074,2.4,3.52,2.19,1.83,1.05,0.11
66.89,11.24,5.3,0.098,1.99,3.19,1.44,1.79,0.99,0.08
68.21,12,6.93,0.19,1.29,2.06,2.93,1.02,1.68,0.07
64.2,12.15,7.98,0.186,1.78,3.5,3.08,0.85,2.88,0.08
65.27,11.62,7.7,0.326,1.59,2.7,2.21,1.33,1.9,0.07
72.09,10.33,4.61,0.083,1.29,1.77,1.62,1.99,0.9,0.06
61.85,13.62,7.85,0.137,2.18,3.93,1.79,2.25,1.42,0.18
62.03,14.01,7.31,0.148,1.9,3.96,2.28,2.09,1.56,0.14
64.17,14.5,5.55,0.111,1.71,2.66,2.2,2.28,1.09,0.09
63.18,13.5,5.38,0.097,1.89,2.56,1.89,2.43,1,0.1
64.92,13.07,5.37,0.101,1.78,2.6,1.58,2.3,0.96,0.1
69.45,12.08,4.75,0.074,1.54,2.29,1.56,2.17,0.86,0.08
66.44,11.6,5,0.083,1.75,4.29,1.49,2.03,0.88,0.09
65.51,11.41,6.52,0.113,1.59,3.7,1.39,1.59,2.01,0.08
69.2,9.93,4.82,0.092,1.77,3.99,1.71,1.5,1.06,0.09
71.18,9.53,5.28,0.145,1.42,2.56,1.9,0.91,1.16,0.04
67.49,11.77,8.84,0.208,1.66,2.22,3.05,1.14,1.82,0.05
67,10.81,9.55,0.261,1.321,1.85,1.66,1.27,2.97,0.06
63.36,11.75,6.36,0.111,2.8,3.5,2.21,1.72,1.09,0.13
61.86,13.43,7.27,0.136,2.06,4.68,1.58,2.2,1.29,0.16
61.49,13.47,8.18,0.123,1.92,4.29,2.15,1.86,1.75,0.16
60.86,16.09,6,0.094,1.91,2.64,7.15,2.71,0.91,0.12
64.2,11.81,5.12,0.086,2.05,3.22,1.78,2.23,0.81,0.08
63.5,13.37,5.61,0.088,2.15,2.4,1.27,2.68,0.88,0.07
63.41,14.37,5.55,0.078,1.98,1.68,1.18,2.86,0.84,0.08
61.59,14.26,6.59,0.085,2.23,1.93,1.12,2.37,1.08,0.09
63.68,12.91,6.16,0.079,2.15,3.5,1.52,2.15,1.15,0.1
66.11,11.74,5.86,0.094,2.14,3.86,1.88,1.58,1.01,0.09
60.74,13.22,7.89,0.121,3.05,4.12,4.07,0.89,1.31,0.07
64.11,11.71,8.25,0.139,1.63,1.67,1.82,1.52,2.5,0.06
67.74,11.07,7.27,0.156,1.5,2.42,2.13,1.68,1.61,0.11
62.52,10.76,6.09,0.107,2.09,3.28,1.75,1.48,1.21,0.09
61.93,13.29,4.57,0.06,2.43,3.34,2.39,1.94,0.75,0.10
56.68,13.53,5.15,0.07,3.11,4.62,1.32,2.30,0.82,0.19
55.80,14.70,6.80,0.08,3.20,3.91,1.63,1.71,1.08,0.12
60.91,14.21,5.52,0.07,2.91,2.61,2.09,1.82,1.01,0.16
59.84,14.35,6.26,0.07,2.61,2.57,1.96,1.64,0.98,0.14
58.39,14.27,5.18,0.06,2.85,4.17,2.17,1.64,0.84,0.15
58.88,13.98,5.42,0.05,3.84,3.35,2.10,1.46,0.93,0.13
58.43,14.02,6.70,0.07,3.53,2.61,1.99,1.05,1.04,0.12
62.98,13.12,5.02,0.08,2.38,2.72,1.65,1.79,0.86,0.11
60.12,13.19,5.34,0.07,2.52,3.13,1.49,1.94,0.87,0.14
65.07,11.87,4.29,0.07,2.19,2.34,1.46,2.01,0.81,0.22
65.99,13.20,4.72,0.07,2.02,1.42,1.41,2.16,0.86,0.10
65.17,13.66,4.89,0.08,2.12,1.49,1.39,2.07,0.86,0.09
56.86,14.35,6.27,0.08,3.12,2.60,1.03,2.22,0.86,0.19
58.19,14.81,5.45,0.07,3.07,3.80,1.72,1.95,0.90,0.12
59.38,13.65,5.70,0.07,2.97,3.57,1.87,1.83,0.89,0.13
57.44,14.68,6.36,0.08,3.20,2.60,1.49,2.22,0.97,0.16
60.08,13.71,5.34,0.07,2.89,2.76,2.06,1.52,0.91,0.16
54.28,13.94,5.94,0.07,3.49,5.64,1.54,1.22,1.08,0.12
57.41,15.33,5.07,0.05,3.23,3.79,2.84,1.78,0.84,0.09
56.34,15.42,6.75,0.07,3.32,2.43,1.43,1.23,0.86,0.12
56.75,15.60,6.40,0.08,3.64,2.27,1.86,2.28,0.86,0.09
55.68,17.57,6.85,0.06,2.92,1.83,1.28,2.64,1.08,0.08
55.15,18.15,5.58,0.06,2.98,1.84,2.80,2.85,0.85,0.10
56.42,16.61,5.14,0.05,2.85,3.12,3.28,2.57,0.76,0.14
54.27,19.84,5.81,0.05,3.19,1.19,2.83,3.40,0.74,0.06
52.49,14.25,5.87,0.07,3.59,6.62,1.39,2.05,0.87,0.11
56.25,14.09,5.66,0.07,3.32,4.69,1.70,1.84,1.04,0.14
55.94,13.78,4.98,0.06,2.78,6.08,1.86,1.45,0.93,0.12
60.36,14.50,4.69,0.06,3.02,2.27,2.27,1.55,0.87,0.16
58.53,12.95,4.86,0.06,2.58,5.26,1.78,1.76,0.78,0.15
55.56,13.65,5.42,0.06,3.15,5.52,1.58,1.36,0.82,0.10
54.13,14.18,4.78,0.06,3.20,6.13,2.72,2.33,0.78,0.18
57.39,15.04,5.42,0.06,3.01,3.12,2.04,1.33,0.92,0.15
58.18,15.06,6.44,0.08,3.00,2.38,0.83,1.96,1.03,0.08
55.96,17.23,6.24,0.07,2.81,2.07,1.20,2.44,1.12,0.11
54.53,19.92,5.53,0.06,3.06,1.32,3.81,2.61,0.87,0.09
56.97,16.30,6.32,0.06,3.01,2.25,1.62,2.59,0.88,0.10
57.92,15.93,5.42,0.07,2.54,2.84,1.12,2.97,0.89,0.12
56.53,14.97,6.89,0.08,4.22,2.79,1.36,2.13,0.98,0.13
57.57,14.55,5.26,0.07,3.21,4.50,2.26,2.05,0.89,0.09
61.33,14.44,4.72,0.06,3.09,2.83,2.35,1.93,0.82,0.10
61.57,14.45,4.98,0.06,3.40,2.06,2.58,1.39,1.05,0.17
55.47,14.54,6.20,0.07,3.14,4.86,1.24,1.53,0.85,0.13
55.62,13.92,6.58,0.07,3.69,4.01,1.34,1.47,0.96,0.11
57.26,14.96,5.96,0.08,3.60,2.72,1.15,2.34,0.92,0.13
52.99,18.01,7.14,0.06,3.99,1.49,1.32,2.63,0.86,0.09
54.61,14.04,6.16,0.09,3.26,4.93,2.29,1.79,0.84,0.08
51.75,14.48,4.75,0.06,2.40,7.84,3.00,1.72,0.75,0.07
55.61,16.35,5.92,0.07,2.87,2.02,2.80,2.37,0.86,0.10
60.16,15.28,6.09,0.07,2.75,1.89,1.40,2.25,0.87,0.10
61.05,13.78,4.77,0.07,2.08,1.30,1.41,2.04,0.80,0.10
56.98,14.58,5.30,0.07,3.47,4.35,1.91,2.25,0.80,0.12
57.24,14.86,5.78,0.08,3.90,2.88,1.75,2.06,0.87,0.16
59.59,14.34,5.41,0.08,3.48,2.03,1.68,2.06,0.97,0.13
59.73,13.91,5.43,0.06,3.02,3.01,1.57,1.68,0.92,0.11
58.42,15.02,6.10,0.07,3.20,3.20,1.53,1.56,0.91,0.13
58.42,14.48,6.21,0.07,3.19,2.87,1.56,1.54,0.96,0.11
59.41,14.53,6.16,0.09,2.79,2.07,1.27,1.59,0.95,0.11
59.40,14.36,5.40,0.06,2.76,3.28,1.47,1.79,0.83,0.10
55.07,14.92,6.59,0.06,3.14,4.15,0.80,2.02,1.23,0.10
54.58,17.31,6.47,0.06,2.92,1.47,2.03,2.53,0.94,0.09
52.90,17.77,6.34,0.06,3.01,2.79,1.02,2.84,0.83,0.09
56.09,17.49,5.29,0.06,2.48,1.27,3.61,2.55,0.80,0.10
51.77,16.02,4.62,0.07,2.77,2.75,8.89,2.08,0.89,0.10
59.44,15.22,5.15,0.07,3.20,2.24,1.59,2.22,0.72,0.10
59.56,14.14,5.59,0.07,3.35,2.75,1.74,1.90,0.87,0.11
58.41,14.19,6.17,0.08,3.11,3.33,1.81,1.41,1.19,0.10
61.02,14.09,5.06,0.07,2.91,2.48,1.71,2.02,0.72,0.13
57.29,13.98,5.99,0.07,3.02,4.18,1.67,1.51,0.85,0.09
59.59,13.30,5.16,0.07,2.62,4.86,1.66,1.63,1.00,0.08
50.18,13.97,6.09,0.06,3.28,8.44,1.90,1.90,0.88,0.12
59.12,11.48,5.74,0.10,4.01,6.16,2.29,1.16,0.83,0.09
60.61,12.99,4.45,0.06,2.52,2.76,5.80,1.45,0.78,0.09
56.31,16.28,6.79,0.07,3.41,1.63,2.14,1.99,0.96,0.12
55.28,14.49,6.07,0.06,3.17,3.26,1.36,2.34,0.83,0.15
53.94,16.42,6.20,0.06,2.62,3.88,1.23,2.77,0.88,0.13
55.29,16.57,6.51,0.06,2.69,2.41,1.02,2.73,0.83,0.08
57.56,13.45,5.55,0.06,3.37,4.48,1.42,1.67,0.91,0.15
57.49,14.79,5.40,0.07,2.87,3.27,1.13,1.94,0.81,0.10
57.94,14.89,5.70,0.07,3.13,3.21,1.81,2.16,0.89,0.10
58.25,14.03,5.02,0.06,2.83,4.40,1.65,1.60,0.98,0.08
50.48,14.16,5.58,0.06,2.94,8.29,1.14,1.74,0.73,0.08
58.11,14.96,5.64,0.06,3.24,2.84,1.28,1.79,0.84,0.09
57.16,16.40,6.92,0.07,3.20,2.27,1.97,2.17,1.20,0.09
53.41,15.33,5.87,0.06,3.76,3.37,4.96,1.68,1.00,0.07
50.06,13.79,6.03,0.06,3.59,7.59,1.59,2.04,0.77,0.11
57.33,15.40,6.72,0.06,3.33,2.13,0.96,2.15,1.34,0.12
53.17,17.22,6.95,0.06,3.40,2.74,1.12,2.63,0.92,0.11
56.18,15.31,6.05,0.08,2.75,2.49,1.24,2.06,0.91,0.10
58.36,14.14,5.47,0.07,2.57,4.37,1.46,2.15,0.93,0.08
58.62,14.41,4.80,0.07,3.05,3.35,1.42,2.24,0.88,0.11
60.42,14.90,4.75,0.06,2.83,2.20,1.78,1.54,0.78,0.09
56.98,15.94,5.65,0.08,2.93,3.19,1.02,2.21,0.84,0.09
57.11,14.63,6.13,0.08,3.82,3.58,1.32,2.02,0.89,0.11
59.14,14.26,4.49,0.06,3.04,3.48,2.54,2.45,0.74,0.13
57.91,13.11,4.62,0.06,2.80,6.23,2.56,1.87,0.83,0.10
59.42,14.38,5.27,0.07,2.73,3.52,1.46,2.31,0.82,0.10
63.63,13.30,4.80,0.07,2.37,2.81,1.73,1.94,0.94,0.10
59.94,14.96,5.01,0.05,2.81,2.04,3.99,1.73,1.29,0.12
59.88,14.05,5.59,0.07,2.91,3.70,1.44,1.92,1.01,0.09
55.15,17.25,5.42,0.04,3.56,3.66,2.52,2.03,0.73,0.09
54.53,13.51,4.74,0.06,2.84,5.84,2.93,1.82,0.89,0.22
57.91,14.18,5.39,0.07,3.00,4.45,1.36,2.03,0.85,0.09
62.21,14.94,4.53,0.06,2.64,2.28,2.06,2.25,0.78,0.08
60.26,15.30,4.93,0.06,2.68,1.85,1.59,2.30,0.82,0.11
57.94,14.69,5.80,0.07,3.32,3.17,1.09,2.15,0.89,0.12
54.96,16.67,6.42,0.07,2.76,2.60,1.23,3.09,0.98,0.10
54.90,16.12,6.60,0.08,3.36,3.85,2.43,2.46,0.90,0.09
51.23,15.07,5.75,0.06,3.58,8.77,2.34,2.16,0.79,0.12
51.69,14.55,4.93,0.06,3.00,8.12,1.63,2.42,0.72,0.09
53.91,13.94,5.59,0.06,2.75,6.13,1.79,2.10,0.99,0.11
56.71,16.23,7.07,0.06,3.00,2.16,1.55,2.45,1.45,0.18
56.29,12.72,5.15,0.06,2.42,6.29,0.94,1.41,0.89,0.09
57.32,14.99,5.87,0.06,3.44,3.47,2.04,1.30,0.94,0.09
57.11,13.52,5.03,0.07,2.41,6.81,2.62,1.50,1.08,0.08
59.92,13.98,4.77,0.06,2.91,3.40,1.74,1.92,0.79,0.19
56.05,13.54,5.21,0.06,3.03,6.05,1.39,1.74,0.83,0.10
54.67,14.75,5.69,0.07,2.90,5.46,0.88,2.54,0.79,0.10
53.01,15.90,5.51,0.08,2.62,5.65,1.09,3.33,0.86,0.13
54.78,16.98,5.90,0.06,2.64,2.81,1.26,3.13,0.92,0.09
49.69,16.70,7.13,0.08,3.50,5.66,0.98,3.31,0.91,0.19
58.97,14.29,6.25,0.08,3.47,3.11,1.54,2.03,0.71,0.12
57.10,14.77,5.54,0.08,3.70,4.63,2.10,1.93,0.75,0.11
48.05,15.17,5.17,0.05,3.71,8.48,1.77,2.08,0.67,0.14
57.28,15.67,5.60,0.05,2.82,2.10,1.45,2.06,1.10,0.07
51.82,13.96,5.72,0.06,2.86,7.35,0.80,1.72,0.83,0.09
58.18,12.94,5.21,0.07,2.86,5.45,0.94,1.74,0.79,0.15
58.05,12.10,4.94,0.06,3.01,6.71,1.43,1.55,0.77,0.10
