SiO2  ,Al2O3 ,Fe2O3 ,MnO ,MgO ,CaO ,Na2O ,K2O ,TiO2 ,P2O5 ,Ba ,Ga ,Sc  ,V ,Th ,Pb ,Ni ,Co ,Rb  ,Sr ,Y ,Zr ,Nb,Cr ,Cu ,Zn,Be ,Ge ,Sn,La ,Ce,Pr ,Nd,Sm ,Eu ,Gd,Tb ,Dy ,Ho ,Er,Tm,Yb ,Lu ,Hf ,Au 
59.26,15.3,5.1,0.08,3.01,3.6,1.79,2.43,0.95,0.17,429,22,16,86,21,27,32,15,144,196,28,422,52,113,23,55,3.04,1.11,4.77,56.02,112.14,11.93,44.30,7.69,1.74,6.50,1.02,5.19,1.08,3.05,0.46,3.30,0.44,11.61,1.5
60.73,16.19,5.24,0.09,2.83,2.01,1.42,3.88,0.76,0.15,483,23,14,82,31,22,33,11,250,128,28,362,45,125,18,55,3.49,1.42,5.21,47.40,95.50,9.62,36.68,6.80,1.49,5.76,1.00,5.51,1.17,3.37,0.53,3.44,0.48,14.58,1.5
59.8,17.03,5.73,0.08,1.96,1.71,1.93,3.31,0.97,0.11,436,24,14,82,39,6,24,10,213,114,37,633,53,66,21,65,3.17,1.25,3.16,64.80,130.88,14.58,55.46,10.25,1.64,8.31,1.38,6.65,1.44,3.98,0.59,3.90,0.55,18.95,1.5
63.9,15.8,4.35,0.07,1.32,1.5,2.26,3.36,0.69,0.07,292,24,9,57,20,29,24,14,200,108,30,568,21,61,14,47,4.99,1.31,2.08,51.15,112.7,12.27,46.93,8.9,1.51,7.28,1.26,6.39,1.35,3.85,0.59,3.9,0.57,16.63,1.5
60.53,17.32,4.28,0.07,1.64,1.3,3.74,1.97,1.02,0.11,183,21,13,73,51,1.5,21,9,113,92,38,502,47,55,16,57,2.51,1.02,3.99,89.94,181.78,19.12,72.64,13.16,1.78,10.42,1.55,7.47,1.46,4.13,0.62,4.02,0.57,16.35,1.5
60.61,16.47,4.88,0.07,1.61,1.37,3.09,2.4,0.91,0.09,287,25,9,81,25,25,28,13,130,106,34,617,26,64,20,48,3.67,1.2,2.38,52.65,111.26,12.42,46.55,8.58,1.5,7.17,1.22,5.94,1.27,3.47,0.51,3.52,0.5,17.22,1.5
55.5,13.91,8.33,0.11,4.41,2.3,0.75,2.05,1.01,0.12,359,19,14,116,13,22,62,19,106,72,25,227,12,142,52,68,2.02,1.16,3.49,37.72,80.36,7.92,31.32,5.98,1.70,5.26,0.89,4.65,1.00,2.67,0.40,2.55,0.36,6.72,1.5
53.14,13.96,7.78,0.12,3.57,5.1,0.61,2.06,0.96,0.13,374,17,15,104,9,22,70,20,99,87,28,240,13,150,47,110,1.83,1.15,2.84,45.25,91.97,9.38,36.52,6.64,1.79,5.74,0.97,4.97,1.06,2.88,0.44,2.69,0.40,7.21,1.5
53.93,15.28,9.47,0.14,3.04,3.01,1.46,1.02,1.1,0.13,425,18,16,186,5,19,87,32,52,67,30,198,9,172,92,79,1.25,1.03,1.53,28.07,67.11,6.37,26.39,5.47,1.70,5.19,0.95,5.31,1.17,3.14,0.50,2.95,0.44,5.60,50
57.9,15.48,4.14,0.04,1.7,4.29,2.97,2.84,0.8,0.1,451,16,15,89,48,21,24,10,140,121,30,264,35,77,16,59,1.71,1.07,3.41,77.62,152.21,16.47,60.80,10.45,1.99,8.76,1.24,5.10,0.92,2.54,0.36,2.19,0.31,5.58,1.5
67.96,13.17,4.55,0.04,2.07,1.06,1.04,2.84,0.61,0.11,450,15,15,82,31,30,31,7,150,85,27,278,33,79,28,64,1.64,1.25,3.12,57.05,112.72,12.20,45.42,7.90,1.68,6.53,0.96,4.22,0.81,2.41,0.34,2.26,0.33,6.71,1.5
63.64,14.81,4.39,0.06,2.14,2.17,1.43,3.97,0.66,0.14,522,21,15,76,26,34,30,6,199,112,24,257,36,73,21,51,2.61,1.20,4.97,34.52,72.28,6.96,26.34,4.82,1.19,4.13,0.69,3.55,0.74,2.12,0.33,2.12,0.31,7.37,1.5
49.44,18.47,5.49,0.08,2.61,4.37,3.51,3.54,0.86,0.09,526,24,14,100,26,22,40,13,207,161,26,267,36,109,28,63,3.61,1.20,3.91,49.34,99.78,10.49,38.70,6.93,1.71,5.85,0.95,4.59,0.94,2.58,0.38,2.54,0.37,14.39,1.5
59.55,16.22,5.49,0.12,2.09,1.9,2.48,3.84,0.77,0.11,361,25,11,76,28,23,33,15,218,106,27,333,17,82,27,70,3.86,1.6,2.46,49.19,99.97,10.49,39.75,7.2,1.52,5.75,1,5.12,1.06,3,0.46,3.03,0.43,9.01,1.5
57.75,16.36,6.09,0.08,1.93,1.72,1.66,3.71,0.88,0.12,310,25,11,77,22,24,36,17,241,107,28,394,23,79,21,71,3.48,1.45,2.58,61.77,122.96,14.06,53.63,9.92,1.76,7.7,1.26,5.84,1.13,3.15,0.45,2.91,0.41,10.57,1.5
61.02,16.21,5.42,0.08,1.94,2.17,1.6,3.1,0.85,0.12,324,24,12,73,31,17,28,11,159,110,37,431,18,80,24,54,3.35,1.26,3.08,77.21,149.78,15.52,59.00,10.70,1.92,8.98,1.45,7.37,1.59,4.49,0.70,4.39,0.66,13.40,130
58.97,17.63,5.49,0.08,2.13,1.32,2.86,2.61,0.91,0.09,257,25,11,71,33,13,27,14,127,115,34,432,21,76,16,55,4.15,1.27,1.90,89.43,160.79,18.31,68.53,12.04,1.96,9.89,1.48,6.93,1.46,4.08,0.62,4.01,0.59,13.58,1.5
59.7,17.19,5.61,0.08,1.84,1.36,1.72,3.73,0.81,0.08,292,25,12,66,30,20,28,8,192,117,32,486,22,68,15,58,3.99,1.40,1.58,65.20,128.41,13.58,51.51,9.66,1.61,8.04,1.29,6.36,1.32,3.63,0.54,3.50,0.51,16.52,1.5
55.55,14.84,6.94,0.09,3.27,3.33,1.24,2.66,0.88,0.11,387,22,14,114,16,18,57,18,142,115,26,237,13,152,47,72,2.34,1.41,2.28,39.18,82.84,8.03,30.62,5.94,1.40,5.13,0.86,4.42,0.96,2.57,0.39,2.49,0.36,7.87,1.5
53.86,12.88,6.8,0.11,2.92,6.37,0.72,1.95,0.94,0.14,305,14,12,108,12,23,69,22,79,74,26,221,10,132,54,71,1.46,1.08,1.64,31.26,63.75,6.79,26.90,5.37,1.46,4.67,0.85,4.69,1.00,2.66,0.42,2.65,0.38,6.69,1.5
56.97,15.94,8.73,0.15,2.03,1.32,1.22,1.96,1.15,0.1,293,24,14,152,13,15,70,23,90,58,30,244,13,149,70,50,1.59,1.24,2.35,38.87,77.15,8.37,33.27,6.52,1.81,5.75,0.99,5.30,1.12,3.04,0.47,2.94,0.42,6.96,1.5
64.77,12.47,7.2,0.08,3.4,1.12,0.81,1.77,0.72,0.07,334,14,10,101,8,24,54,19,84,65,22,218,9,135,55,99,1.40,1.12,1.37,28.25,57.99,6.15,24.13,4.67,1.42,4.08,0.78,3.95,0.88,2.36,0.38,2.29,0.37,6.25,1.5
63.38,13.96,4.19,0.04,1.68,3.24,1.2,3.09,0.6,0.09,340,17,10,67,23,30,31,13,140,93,23,331,14,67,24,55,2.49,1.48,2.86,106.56,187.92,19.77,73.71,12.63,2.43,9.85,1.44,5.44,0.92,2.64,0.34,2.34,0.33,7.21,1.5
62.81,14.18,5.01,0.07,2.14,3.17,1.57,3.34,0.77,0.12,440,23,11,86,21,29,32,14,154,98,26,350,16,80,25,62,2.70,1.29,1.84,65.67,110.74,13.43,50.34,9.02,2.01,7.86,1.21,5.64,1.13,3.15,0.47,3.13,0.44,9.83,1.5
60.66,16.44,5.1,0.07,2.17,1.91,1.92,3.87,0.69,0.12,481,24,14,83,31,16,27,12,211,129,30,291,41,85,46,52,3.45,1.35,4.42,48.53,100.37,10.72,40.39,7.13,1.49,5.91,0.97,4.98,1.09,3.02,0.49,3.15,0.44,9.27,1.5
58.19,17.74,5.76,0.08,1.81,1.12,1.97,4.05,0.75,0.09,453,24,18,77,39,1.5,36,10,273,91,36,311,41,95,16,53,3.68,1.48,3.38,98.06,182.48,19.22,70.52,11.52,1.83,9.98,1.51,7.12,1.48,4.19,0.62,3.98,0.55,9.83,1.5
59.36,16.64,5.86,0.09,2.14,1.9,1.67,3.77,0.88,0.1,358,25,13,78,23,14,31,14,217,107,30,608,19,79,21,57,4.00,1.40,3.50,71.57,142.84,14.91,55.27,10.60,1.75,8.82,1.46,8.00,1.82,5.29,0.88,5.80,0.84,21.61,1.5
57.5,17.95,6.34,0.11,1.9,1.03,1.49,4.4,0.73,0.1,348,29,13,68,24,24,29,12,245,92,34,500,18,71,23,66,4.67,1.62,1.74,58.55,120.85,12.14,45.64,8.66,1.65,7.32,1.24,6.69,1.48,4.18,0.67,4.40,0.64,17.70,1.5
58.08,18.03,6.48,0.08,2.16,1.32,1.53,3.42,0.91,0.08,403,27,14,88,17,18,39,11,171,116,26,314,17,103,29,61,2.86,1.45,2.73,57.36,112.48,11.29,44.87,7.48,1.84,6.37,1.02,5.25,1.10,3.08,0.46,3.07,0.44,10.02,1.5
58.57,17.76,7.02,0.08,2.33,1.72,2.21,3.43,0.96,0.08,365,16,16,90,19,14,31,16,153,95,27,321,14,105,17,65,2.50,1.54,2.61,68.05,129.73,14.32,53.94,9.17,1.47,7.74,1.15,5.62,1.00,3.07,0.45,2.83,0.44,13.18,2
54.63,16.66,8.01,0.1,4.02,3.1,1.5,3.11,0.92,0.13,358,25,17,114,12,15,60,25,139,118,30,203,13,144,62,71,2.21,1.82,2.75,45.10,89.99,10.26,39.48,6.89,1.44,5.93,0.97,4.89,0.88,2.64,0.38,2.48,0.37,6.74,2
56.39,14.16,8.9,0.15,5.98,3,1.24,1.66,1.11,0.14,253,16,14,130,5,16,88,32,82,82,28,263,13,192,77,83,1.42,1.37,2.11,36.83,73.15,8.58,34.72,6.51,1.33,5.64,0.97,5.14,0.92,2.83,0.43,2.68,0.41,7.97,2
60.59,14.82,7.42,0.15,1.88,1.34,1.25,1.77,0.88,0.1,374,18,12,127,12,14,60,19,83,58,29,254,14,136,45,55,1.27,1.22,1.94,31.78,63.51,6.93,27.81,5.50,1.59,5.02,0.94,5.33,1.20,3.22,0.50,3.12,0.43,5.81,1.5
57.25,14.57,9.45,0.18,2.32,1.93,0.97,1.68,1.05,0.1,331,22,14,153,13,14,64,30,71,71,26,207,11,119,85,88,1.91,1.15,2.24,35.99,72.86,7.80,30.72,6.01,1.61,5.21,0.93,5.13,1.15,3.24,0.50,3.33,0.46,7.04,1.5
64.84,13.17,8.03,0.14,4.06,0.72,2.09,1.62,1.03,0.09,341,18,9,121,7,78,49,28,61,44,26,187,11,132,46,327,1.07,1.56,1.31,33.08,63.16,7.62,30.80,5.67,1.30,5.00,0.83,4.55,0.87,2.65,0.39,2.41,0.37,6.02,1
67.08,14.28,4.6,0.04,1.82,0.75,0.95,3.19,0.57,0.11,520,16,14,83,39,34,31,5,160,89,23,299,34,84,25,66,1.79,1.21,3.31,80.26,154.81,16.51,61.32,10.59,2.17,8.75,1.15,4.06,0.69,1.99,0.27,1.82,0.26,7.13,1.5
59.68,13.86,5.59,0.07,2.36,4.48,2.24,2.69,0.95,0.11,453,21,13,104,26,18,33,16,99,110,25,357,14,96,28,57,2.10,1.17,1.68,79.73,136.67,16.47,62.20,10.76,2.28,8.84,1.25,5.19,1.04,2.94,0.42,2.89,0.41,9.05,1.5
57.33,17.56,6.46,0.12,2.66,1.74,1.82,3.36,0.89,0.09,456,23,16,99,34,12,43,18,167,118,34,359,39,107,32,63,4.09,1.29,4.09,60.62,121.91,13.48,51.14,9.01,1.93,7.61,1.21,6.14,1.31,3.73,0.59,3.90,0.58,14.87,1.5
54.17,17,7.57,0.1,2.48,2.01,1.39,3.37,0.92,0.11,387,30,15,102,18,16,54,20,167,125,27,296,17,113,44,60,3.36,1.27,1.94,50.75,102.32,10.54,40.02,7.32,1.68,6.12,1.01,5.20,1.14,3.11,0.47,3.07,0.42,9.49,1.5
54.89,16.73,7,0.07,3.38,2.61,1.45,2.97,0.92,0.09,309,28,14,107,13,15,46,18,143,101,20,228,14,120,45,66,2.68,1.25,2.53,43.95,88.74,8.90,33.37,5.99,1.45,4.96,0.80,3.85,0.81,2.21,0.34,2.16,0.31,7.65,1.5
37.36,11.07,5.51,0.08,4.61,16.11,0.62,1.72,0.89,0.18,285,18,12,76,6,18,66,16,90,89,24,152,10,105,41,66,1.47,0.85,1.83,26.93,53.05,5.61,21.86,4.15,1.14,3.69,0.66,3.56,0.78,2.15,0.32,2.08,0.29,4.12,1.5
50.93,14.64,9.16,0.12,4.24,3.97,0.87,2.01,1.11,0.1,299,22,14,145,7,12,69,25,91,79,25,182,13,134,76,63,1.89,1.23,2.46,31.76,63.24,6.93,27.41,5.42,1.58,4.84,0.86,4.81,1.03,2.75,0.43,2.72,0.38,5.78,1.5
52.37,18.42,11.59,0.09,3.94,1.91,1.55,2.94,1.25,0.08,344,25,22,161,9,18,86,39,128,81,26,189,10,209,73,94,1.75,1.74,1.79,34.76,65.16,8.51,33.49,6.54,1.48,5.60,0.92,5.03,0.92,2.66,0.40,2.69,0.38,6.50,2
62.22,14.26,8.99,0.13,2.82,1.82,1.34,1.04,1.4,0.09,266,17,14,167,1,16,63,33,49,116,25,241,14,146,85,124,1.07,1.17,1.32,27.91,53.72,6.58,26.50,5.12,1.28,4.73,0.81,4.39,0.83,2.47,0.38,2.46,0.37,7.40,3
67.35,13.94,7.28,0.13,1.97,1.29,1.14,1.96,1.32,0.08,327,18,11,147,7,13,66,27,84,101,26,274,16,157,66,82,1.44,1.22,2.19,30.29,58.91,7.13,29.27,5.57,1.41,4.87,0.83,4.61,0.89,2.56,0.37,2.53,0.35,8.47,3
63.16,14.58,9.17,0.15,3.17,0.96,0.85,1.76,1.08,0.09,361,13,16,179,5,15,73,26,81,54,30,207,10,108,168,128,1.33,1.51,1.78,33.67,64.34,8.04,32.69,6.51,1.46,5.68,0.97,5.18,0.98,2.93,0.43,2.88,0.41,6.43,3
65.04,13.77,8.37,0.12,3.31,1.16,0.94,1.88,1.08,0.08,302,19,13,138,5,27,66,32,88,65,27,220,13,130,79,122,1.43,1.84,1.38,33.62,64.86,7.95,32.27,5.82,1.31,4.90,0.84,4.52,0.88,2.60,0.41,2.49,0.38,6.54,2
65.92,13.35,7.81,0.13,3.59,0.9,1.4,1.82,0.76,0.09,324,12,12,114,5,13,57,27,90,49,25,179,13,122,60,87,1.55,2.22,1.37,32.06,60.36,7.62,30.07,5.53,1.21,4.81,0.82,4.57,0.88,2.65,0.42,2.67,0.38,4.43,0.1
58.69,15.99,4.5,0.04,1.94,2.78,1.7,3.24,0.53,0.11,447,23,13,69,20,30,29,12,142,94,19,291,11,78,26,63,2.32,1.37,2.70,81.43,159.50,16.42,61.13,10.66,2.28,8.65,1.19,4.50,0.78,2.15,0.29,1.95,0.29,8.28,1.5
53.62,12.38,5.5,0.06,3.96,7.52,1.01,2.63,0.78,0.16,526,19,15,98,11,20,45,15,96,96,24,224,11,85,45,64,1.70,1.03,2.14,36.27,60.54,7.68,29.36,5.39,1.43,4.74,0.81,4.22,0.93,2.58,0.40,2.56,0.37,5.78,1.5
54.06,12.49,7.84,0.1,4.52,5.82,1.36,2.02,1.13,0.2,307,21,15,144,10,17,63,24,89,108,26,223,14,133,49,76,2.07,1.16,3.39,33.65,53.27,7.16,28.05,5.55,1.55,4.95,0.89,4.95,1.08,2.95,0.46,2.96,0.42,6.89,1.5
51.04,12.82,8.09,0.1,3.92,8.16,1.53,1.85,1.29,0.2,367,24,16,131,12,24,44,22,76,100,34,248,16,105,71,49,1.82,1.32,2.22,39.62,64.11,8.67,34.66,6.91,1.90,5.99,1.10,6.09,1.32,3.58,0.57,3.62,0.52,7.39,1.5
57.08,12.07,8.56,0.1,3.78,5.29,1.68,1.94,1.17,0.21,372,23,13,138,11,16,100,29,73,131,23,226,13,180,77,67,1.71,1.09,1.92,32.40,52.72,6.87,26.80,5.08,1.49,4.47,0.76,4.10,0.90,2.44,0.38,2.52,0.36,6.96,1.5
57.09,14.07,7.71,0.11,5.12,2.58,1.22,2.01,0.96,0.15,312,21,13,128,10,11,62,22,90,96,26,224,11,148,78,72,1.87,1.39,2.21,35.96,71.94,7.76,30.29,5.75,1.71,4.96,0.85,4.56,1.01,2.70,0.42,2.80,0.39,6.40,1.5
58.53,13.59,7.67,0.11,3.44,2.95,1.42,1.52,1.04,0.11,284,19,13,136,10,11,62,23,69,96,21,197,12,159,59,60,1.37,1.29,1.81,27.01,55.54,5.81,22.94,4.46,1.34,3.94,0.71,3.85,0.83,2.26,0.35,2.25,0.32,4.96,5.5
62.62,14.38,8.98,0.11,2.89,2.12,1.12,1.58,1.08,0.11,314,22,15,157,3,12,71,32,66,72,26,185,12,147,82,78,1.32,1.29,1.53,24.41,47.10,5.78,23.53,4.60,1.14,4.39,0.77,4.40,0.84,2.60,0.40,2.51,0.39,4.44,3
64.13,12.74,8.47,0.16,4.82,0.85,1.06,1.75,0.95,0.08,318,19,11,127,7,18,57,28,102,52,26,190,12,123,92,103,1.55,2.47,1.25,32.51,61.43,7.45,29.83,5.50,1.15,4.83,0.82,4.62,0.88,2.64,0.40,2.46,0.37,5.30,2
69.99,12.72,7.14,0.12,2.54,0.73,0.96,1.92,1.01,0.08,384,14,10,132,8,13,54,31,81,44,23,188,11,123,79,79,1.34,1.73,1.59,30.40,58.97,7.02,27.81,5.11,1.16,4.42,0.72,3.95,0.77,2.44,0.38,2.46,0.37,5.79,3
58.11,13.27,9.08,0.13,4.69,1.06,1.78,1.53,1.01,0.09,344,26,12,133,7,14,60,29,76,46,22,164,11,149,65,115,1.28,2.02,1.39,28.07,54.63,6.90,27.98,5.31,1.32,4.78,0.86,4.82,0.95,2.81,0.42,2.54,0.41,5.25,3
58.61,13.77,10.34,0.13,4.89,1.33,3.16,1.99,1.03,0.08,308,21,14,162,6,18,70,36,82,51,24,158,11,161,81,115,1.16,1.75,1.39,28.20,54.45,6.64,27.39,5.20,1.30,4.61,0.82,4.64,0.83,2.57,0.36,2.42,0.35,4.52,3
60.31,13.36,8.65,0.15,4.78,1.57,2.57,1.54,0.94,0.12,323,18,13,139,4,36,67,25,82,66,24,154,10,147,89,87,1.08,2.11,1.35,28.77,55.26,6.54,26.76,5.16,1.35,4.62,0.84,4.96,0.90,2.75,0.36,2.47,0.38,4.32,2
56.06,16.86,5.96,0.09,2.84,1.64,1.18,3.7,0.99,0.14,649,21,18,122,28,30,36,15,176,116,28,294,35,105,29,61,1.96,1.22,3.65,40.24,82.88,8.12,30.96,5.71,1.51,4.87,0.79,3.99,0.82,2.22,0.34,2.10,0.31,6.16,1.5
53,13.49,6.6,0.11,4.64,5.72,0.94,2.39,0.8,0.13,509,18,17,161,18,39,53,19,114,128,27,190,27,107,116,102,1.46,0.95,3.45,25.69,53.42,5.35,21.30,4.22,1.36,3.80,0.69,3.75,0.82,2.24,0.35,2.30,0.31,5.28,1.5
48.92,13.72,6.61,0.08,2.47,10.02,1.27,2.19,0.91,0.11,413,20,20,119,8,16,50,21,93,123,25,233,12,101,68,66,1.59,1.04,2.32,28.44,47.96,6.38,25.81,5.18,1.55,4.47,0.81,4.42,0.94,2.53,0.39,2.51,0.36,5.94,1.5
63.26,13.24,5.54,0.08,2.59,3.6,2.69,2.04,0.77,0.15,425,21,12,101,9,16,35,16,63,191,20,167,12,84,45,48,1.67,0.93,1.26,22.61,36.31,4.82,19.05,3.79,1.33,3.33,0.62,3.60,0.80,2.14,0.34,2.16,0.31,4.68,1.5
53.17,15.95,8.68,0.12,2.99,4.18,1.52,1.85,1.02,0.16,470,22,22,193,14,30,50,26,78,176,29,220,27,111,94,65,1.25,0.99,3.85,23.25,47.86,4.94,20.55,4.35,1.53,4.04,0.78,4.61,1.00,2.80,0.45,2.84,0.40,5.96,1.5
58.17,14.56,9.13,0.14,3.05,2.99,1.86,2.55,1.17,0.1,456,24,16,140,7,11,73,24,77,113,22,211,12,217,95,109,1.64,1.01,1.64,29.82,60.83,6.47,26.00,5.23,1.71,4.66,0.85,4.68,1.00,2.71,0.42,2.66,0.37,6.71,1.5
55.56,12.88,10.14,0.12,6.49,1.6,1.83,3.81,1.12,0.11,335,23,14,160,6,13,76,31,71,50,20,153,10,267,34,102,1.08,1.06,1.37,31.41,70.51,6.84,27.49,5.35,1.76,4.74,0.85,4.57,1.00,2.67,0.40,2.62,0.36,5.14,1.5
51.07,14.21,11.17,0.17,7.33,1.58,2.24,3.45,1.29,0.09,294,25,17,210,3,16,84,40,77,38,25,150,10,238,123,143,1.13,1.30,1.30,27.00,53.48,6.57,28.23,5.98,1.71,5.31,0.98,5.64,1.02,3.06,0.44,2.89,0.43,5.03,1
52.46,14.28,11.17,0.36,7.77,1.04,1.89,3.15,1.15,0.11,359,19,16,222,3,16,86,34,76,40,24,175,9,289,81,164,1.30,1.35,1.50,33.68,65.52,7.90,33.52,6.51,1.73,5.66,0.93,5.10,0.93,2.72,0.37,2.52,0.37,5.47,4
55.22,14.2,11.12,0.16,5.77,0.93,2.97,2.62,1.21,0.1,397,24,12,164,11,14,89,30,79,66,26,208,10,341,63,135,1.28,1.21,1.49,31.52,60.73,7.16,29.77,5.73,1.62,5.34,0.89,5.17,0.92,2.80,0.41,2.60,0.39,6.67,1
54.83,12.69,11.49,0.14,5.97,2.21,2.98,1.61,1.31,0.12,274,23,12,153,4,30,135,35,61,84,24,149,11,305,136,137,0.94,1.17,1.31,25.93,49.34,6.28,26.54,5.16,1.40,4.66,0.79,4.49,0.86,2.40,0.33,2.26,0.34,4.54,5
55.73,13.05,10.87,0.16,4.25,3.06,2.12,1.04,1.35,0.11,248,20,14,157,3,18,143,40,49,109,25,183,15,331,137,115,1.49,1.25,1.45,29.79,58.38,7.12,30.42,5.94,1.58,5.24,0.89,5.06,0.93,2.68,0.39,2.66,0.37,5.55,0.1
53.83,12.62,12.11,0.15,4.51,3.31,2.23,1.52,1.28,0.1,371,25,14,151,3,23,187,42,64,125,24,158,12,326,161,162,1.55,1.29,1.23,30.32,59.17,7.29,30.73,6.23,1.62,5.26,0.85,4.52,0.80,2.31,0.33,2.11,0.31,4.74,0.1
50,12.88,4.96,0.09,3.15,9.41,1.03,2.41,0.7,0.12,439,19,12,114,17,107,53,16,131,166,30,223,25,124,44,252,1.64,0.86,4.03,28.67,57.90,5.66,22.37,4.38,1.19,3.95,0.72,4.00,0.87,2.39,0.38,2.51,0.35,5.43,1.5
57.66,13.33,5.15,0.08,3.41,5.6,1.83,1.58,0.75,0.1,372,18,15,112,18,28,37,14,80,191,27,234,26,97,33,47,1.22,0.76,2.28,24.55,51.71,4.82,19.36,3.75,1.11,3.23,0.59,3.20,0.73,2.01,0.31,2.01,0.28,5.08,1.5
57.43,16.65,7.05,0.08,2.88,2.76,2.81,1.43,1.06,0.13,322,22,17,149,13,26,34,20,69,193,29,252,29,79,51,48,1.70,0.84,3.70,32.21,65.64,6.46,25.34,4.85,1.54,4.39,0.80,4.39,0.97,2.73,0.44,2.78,0.41,6.73,1.5
58.22,17.16,5.44,0.08,1.73,3.37,4.64,2.3,0.71,0.11,626,23,13,83,28,28,26,17,83,404,24,411,12,42,36,49,2.11,1.09,1.86,25.66,56.94,5.71,22.95,4.87,1.62,4.19,0.9,5.58,1.26,3.45,0.56,3.59,0.51,5.45,1.5
58.38,15.13,7.64,0.09,2.47,3.52,3.41,1.75,1.11,0.09,402,26,12,137,23,19,51,21,69,217,27,215,14,108,59,61,2.39,1.06,2.15,32.34,70.95,7.06,27.77,5.47,1.98,4.53,0.84,4.74,1.02,2.82,0.45,3,0.43,10.9,1.5
56.57,15.3,8.26,0.12,3.32,3.01,2.1,2.31,0.85,0.14,554,31,15,119,6,14,51,21,82,228,24,211,12,104,187,67,2.04,1.09,2.20,34.00,68.99,6.99,27.63,5.37,1.89,4.80,0.85,4.77,1.01,2.76,0.41,2.75,0.39,6.49,1.5
60.52,14.95,6.36,0.09,2.5,2.13,2.4,2.39,0.85,0.1,553,29,11,90,15,20,35,15,89,184,26,256,15,72,46,56,1.92,0.94,2.74,45.83,89.93,8.77,35.00,6.27,1.96,5.63,0.94,5.09,1.09,2.93,0.44,2.84,0.41,8.16,1.5
59.44,14.53,10.15,0.16,3.21,1.3,2.36,2.28,1.21,0.13,542,19,12,147,5,11,61,28,72,64,35,234,13,179,100,75,1.50,1.09,1.32,29.10,57.51,7.10,31.04,6.65,1.69,6.56,1.19,7.10,1.28,3.90,0.57,3.82,0.55,6.78,3
56.45,14.35,11.06,0.17,4.71,1.15,1.81,3.16,1.28,0.09,407,20,14,188,4,15,75,28,80,56,29,179,12,196,98,136,1.49,1.18,1.55,33.23,65.51,8.07,34.41,6.82,1.90,6.28,1.11,6.56,1.13,3.44,0.47,3.05,0.44,5.34,3
54.86,13.11,11.18,0.17,6.08,1.77,2.42,2.54,1.2,0.09,374,19,14,177,4,61,86,33,79,59,25,170,13,213,138,264,1.42,1.51,1.77,33.63,65.14,7.84,32.40,6.17,1.65,5.29,0.91,5.06,0.92,2.76,0.39,2.53,0.39,5.01,2
65.11,14.55,5.42,0.08,1.88,1.95,3.02,2.27,0.69,0.1,538,21,11,82,11,22,27,16,109,216,27,230,15,57,34,63,1.71,1.07,1.95,41.41,80.85,9.00,35.21,6.30,1.45,5.45,0.86,4.83,0.85,2.66,0.43,2.84,0.44,7.34,1
60.15,16.38,8.54,0.1,2.18,1.65,2.58,2.14,0.99,0.08,440,20,14,137,6,13,36,25,91,126,31,187,13,65,56,69,1.69,1.26,2.18,39.30,77.77,8.43,32.52,6.37,1.50,6.05,1.04,5.91,1.12,3.43,0.51,3.44,0.51,5.85,2
62.46,18.01,5.32,0.08,1.36,1.49,3.14,3.42,0.58,0.07,608,24,10,54,18,30,22,15,143,195,32,283,25,45,34,83,2.42,1.03,2.87,54.05,104.72,11.03,39.54,7.08,1.54,6.11,0.96,5.00,0.96,3.16,0.49,3.28,0.50,8.67,2
62.91,14.89,5.8,0.08,2.81,2.14,2,2.17,0.88,0.1,394,20,12,101,13,18,28,18,83,198,25,453,13,65,44,56,1.84,1.01,1.96,43.05,67.71,8.50,31.98,5.64,1.72,4.85,0.81,4.35,0.93,2.60,0.41,2.72,0.39,12.71,1.5
56.38,16.57,7.5,0.08,2.79,3.36,2.87,1.33,1.14,0.16,431,25,15,147,9,15,37,17,55,317,27,425,14,80,56,51,1.71,1.16,1.32,25.26,48.15,5.73,23.10,4.39,1.44,3.76,0.69,4.00,0.89,2.54,0.43,2.97,0.44,5.55,1.5
60.91,15.93,5.78,0.07,2.17,2.6,3.75,1.59,0.94,0.11,359,27,12,109,13,16,29,15,71,251,27,356,19,50,48,43,2.21,0.90,2.11,38.77,59.25,7.79,29.79,5.69,1.86,4.89,0.88,4.71,1.06,2.83,0.45,2.95,0.42,9.91,1.5
57.29,16,6.57,0.08,2.37,3.1,3.62,2.28,0.84,0.11,559,27,11,104,22,22,39,16,89,246,27,260,13,67,63,55,2.27,1.07,2.11,36.25,76.11,7.74,30.16,5.83,1.86,4.89,0.91,4.94,1.08,2.95,0.46,3.02,0.42,6.36,1.5
58.42,15.42,7.53,0.09,2.57,2.6,3.33,2.36,0.84,0.11,474,27,10,109,19,21,43,20,86,214,27,280,13,76,60,56,1.97,1.07,2.24,37.66,81.07,8.04,31.48,6.15,1.81,5.1,0.97,5.25,1.15,3.11,0.48,3.07,0.43,7.02,1.5
56.21,14.65,8.07,0.09,3.01,3.84,1.9,2.25,0.92,0.14,422,29,14,121,12,18,48,22,90,212,27,276,10,111,83,71,1.60,1.01,2.57,45.36,90.12,9.02,34.32,6.43,1.85,5.52,0.95,5.27,1.11,3.00,0.45,2.83,0.41,9.09,1.5
