Ba ,Ga ,Sc  ,V ,Th ,Pb ,Ni ,Co ,Rb  ,Sr ,Y ,Zr ,Nb,Cr ,Cu ,Zn,Be ,Ge ,La ,Ce,Pr ,Nd,Sm ,Eu ,Gd,Tb ,Dy ,Ho ,Er,Tm,Yb ,Lu ,Hf ,Hf 
253,20,10,152,14,8,38,30,30,99,20,217,9,84,68,82,1.15,0.95,24.18,45.27,5.28,21.00,4.15,0.99,3.63,0.64,3.57,0.69,2.03,0.31,2.03,0.31,6.36,6.36
391,24,13,149,11,7,66,35,114,121,26,250,11,154,96,41,2.31,1.55,42.34,72.37,8.32,32.09,5.97,1.27,5.08,0.86,4.87,0.90,2.65,0.40,2.71,0.40,6.69,6.69
262,21,16,165,14,7,61,37,68,72,33,226,14,119,97,61,1.86,1.45,38.85,70.55,8.49,35.16,6.85,1.57,6.23,1.18,6.56,1.25,3.60,0.55,3.47,0.51,6.89,6.89
434,24,12,121,19,14,38,31,106,152,39,265,18,121,36,89,2.85,1.90,80.22,140.72,16.87,66.63,11.47,2.24,9.30,1.54,8.04,1.44,4.35,0.66,4.13,0.59,7.78,7.78
457,24,13,108,17,14,43,29,115,88,35,236,16,119,36,94,2.94,1.70,52.82,91.32,10.82,41.57,7.43,1.47,6.47,1.17,6.69,1.27,3.95,0.58,3.84,0.58,6.47,6.47
404,17,14,96,17,17,40,17,116,84,25,189,13,100,46,62,2.07,1.50,42.19,72.89,8.43,32.93,6.00,1.18,5.00,0.84,4.38,0.78,2.50,0.37,2.39,0.35,5.38,5.38
358,18,11,103,20,15,41,29,115,75,30,260,19,106,28,50,2.00,1.54,51.20,84.42,10.39,39.93,6.81,1.35,5.97,1.02,5.03,0.97,2.81,0.45,2.79,0.40,6.43,6.43
313,15,10,129,16,21,61,30,76,69,34,383,15,138,51,67,1.66,1.38,47.33,87.99,10.13,39.70,7.33,1.37,6.50,1.11,5.93,1.06,3.22,0.51,3.17,0.47,10.53,10.53
852,20,15,167,7,11,212,52,48,180,31,199,8,305,190,73,1.05,1.39,40.31,74.98,9.12,38.30,7.35,1.96,6.52,1.11,6.10,1.09,3.19,0.47,2.98,0.41,5.10,5.10
380,20,14,139,12,73,73,41,76,205,28,306,11,255,53,223,1.54,1.68,57.85,110.71,12.87,52.14,8.84,1.87,7.10,1.12,5.62,1.03,3.06,0.47,3.00,0.44,9.11,9.11
632,23,14,126,12,18,28,25,78,394,28,304,14,74,37,59,1.69,1.33,73.85,130.28,14.83,57.78,9.44,2.00,7.44,1.11,5.44,0.98,3.12,0.43,2.87,0.45,8.95,8.95
517,19,12,177,14,14,29,29,55,216,29,290,14,71,51,61,1.21,1.18,36.25,64.15,7.52,30.50,5.59,1.47,5.33,0.91,5.24,0.98,2.99,0.49,3.17,0.45,8.63,8.63
353,20,12,156,11,13,39,32,49,187,28,342,11,82,56,58,1.27,1.20,34.44,62.48,7.27,30.38,5.78,1.47,5.37,0.89,5.09,0.95,2.68,0.45,2.86,0.42,11.03,11.03
315,15,13,169,12,14,33,28,45,181,29,307,10,79,58,48,1.35,1.20,36.77,65.37,7.76,31.53,5.97,1.42,5.49,0.91,5.32,0.97,2.85,0.44,2.85,0.44,9.08,9.08
250,22,19,188,9,7,73,41,40,74,32,204,17,151,132,49,2.09,1.72,58.83,94.18,10.69,41.52,7.82,1.52,6.82,1.21,6.57,1.18,3.56,0.54,3.47,0.49,6.24,6.24
254,24,12,102,18,20,51,31,100,74,37,286,14,122,38,93,2.94,1.70,51.02,86.92,10.63,41.98,7.75,1.48,6.38,1.13,5.90,1.07,3.21,0.47,3.08,0.46,7.55,7.55
397,17,14,97,15,21,41,35,97,79,27,246,15,123,52,84,2.21,1.76,51.49,92.13,10.31,39.93,7.14,1.30,5.76,0.93,4.78,0.87,2.70,0.40,2.66,0.39,6.89,6.89
443,16,10,93,17,19,44,27,100,73,29,271,15,112,31,57,2.09,1.42,43.40,73.63,8.99,35.70,6.64,1.25,5.42,0.90,4.80,0.89,2.69,0.39,2.62,0.39,7.12,7.12
397,20,12,99,17,14,47,19,122,86,34,239,14,115,42,67,2.48,1.54,63.27,90.40,12.70,49.67,8.94,1.70,7.20,1.21,6.19,1.11,3.44,0.50,3.23,0.47,7.21,7.21
300,12,11,137,15,10,68,39,55,60,29,315,12,137,56,50,1.49,1.19,42.15,79.41,9.06,36.49,6.50,1.28,5.82,1.02,5.48,1.03,2.98,0.48,2.99,0.42,8.75,8.75
281,13,10,118,21,15,57,36,67,70,33,425,12,135,45,83,1.37,1.30,52.10,97.24,11.24,44.58,8.02,1.45,6.85,1.12,6.00,1.11,3.28,0.52,3.27,0.48,12.27,12.27
339,18,11,115,16,22,71,41,61,122,31,364,12,219,46,255,1.74,1.20,48.59,88.55,10.22,41.35,7.19,1.53,6.32,1.03,5.60,1.03,3.00,0.47,2.98,0.42,9.18,9.18
403,20,12,110,15,14,41,29,60,202,32,305,14,104,40,40,1.64,1.33,44.05,79.78,8.85,34.51,6.29,1.46,5.31,0.97,5.23,0.98,3.15,0.46,3.08,0.45,7.19,7.19
454,22,12,102,13,18,31,26,60,316,29,280,11,53,42,51,1.76,1.43,57.86,99.45,10.56,39.00,6.69,1.61,5.69,0.94,4.85,0.96,2.98,0.46,3.06,0.47,7.10,7.10
408,16,13,150,9,12,35,24,50,231,33,262,11,80,55,59,1.17,1.16,32.12,57.49,6.92,28.70,5.80,1.58,5.42,1.01,5.85,1.09,3.42,0.53,3.38,0.50,7.33,7.33
277,15,10,112,19,11,30,27,36,151,28,441,11,83,27,43,1.46,0.99,40.91,69.20,8.34,33.27,5.89,1.37,5.46,0.86,4.79,0.89,2.62,0.41,2.77,0.39,12.21,12.21
432,18,11,91,14,26,27,25,63,296,29,501,10,61,36,45,1.59,1.19,51.02,85.82,9.84,38.32,6.55,1.57,5.85,0.91,5.05,0.94,2.69,0.44,2.92,0.43,13.97,13.97
268,18,14,117,17,16,85,29,90,75,36,318,15,225,49,55,3.59,1.49,43.42,80.31,9.55,38.53,7.38,1.54,6.45,1.11,5.92,1.09,3.28,0.53,3.20,0.47,9.21,9.21
346,15,11,101,16,13,47,40,100,75,31,284,18,102,30,57,1.84,1.49,43.18,74.05,9.06,35.32,6.64,1.22,5.61,0.99,5.66,1.19,4.10,0.67,4.29,0.64,6.58,6.58
459,17,16,105,17,15,47,30,111,84,33,268,15,111,36,49,2.14,1.57,48.02,83.11,10.00,39.61,7.12,1.42,6.34,1.07,5.71,1.10,3.45,0.56,3.59,0.50,7.03,7.03
391,15,11,94,14,18,46,29,91,63,30,280,14,106,37,64,1.74,1.26,46.21,79.62,9.45,37.39,6.80,1.26,5.69,0.89,4.60,0.86,2.56,0.38,2.45,0.37,6.51,6.51
204,15,14,166,11,9,69,34,65,55,32,259,12,162,89,69,1.47,1.41,37.11,67.47,8.13,32.97,6.57,1.38,5.67,1.00,5.30,1.01,2.96,0.48,2.97,0.45,6.26,6.26
421,9,11,122,12,13,89,38,67,53,27,264,10,207,56,58,1.18,1.11,38.21,72.08,8.44,32.77,6.21,1.24,5.37,0.98,5.32,1.05,3.10,0.46,3.01,0.43,7.75,7.75
320,10,9,98,15,14,43,28,63,68,26,287,9,97,47,98,1.09,1.21,32.63,59.81,7.12,28.29,5.27,1.16,4.50,0.81,4.21,0.77,2.32,0.35,2.20,0.37,8.37,8.37
288,16,11,113,11,22,114,37,62,75,29,289,11,199,336,95,1.66,1.39,38.44,70.93,8.53,33.74,6.22,1.39,5.66,0.95,5.18,0.98,2.96,0.45,2.87,0.43,9.02,9.02
598,17,11,104,23,24,29,22,98,371,31,433,12,64,31,57,1.87,1.28,59.36,107.59,11.59,43.69,7.44,1.85,6.53,1.06,5.36,1.01,3.19,0.48,3.09,0.48,14.23,14.23
451,18,14,124,12,17,36,33,46,273,30,360,12,71,47,48,1.38,1.37,41.15,74.33,8.68,33.91,6.54,1.67,5.95,1.11,6.25,1.24,3.76,0.59,3.85,0.58,11.59,11.59
361,19,9,102,16,16,32,25,60,204,28,363,11,92,34,49,1.63,1.15,41.17,73.91,8.75,33.58,6.19,1.34,5.30,0.91,4.68,0.89,2.77,0.42,2.74,0.41,10.19,10.19
375,19,11,128,15,13,35,30,58,174,31,434,11,80,43,56,1.52,1.20,41.89,72.09,8.82,34.18,6.37,1.49,5.53,0.95,5.02,0.94,2.91,0.43,2.82,0.43,12.35,12.35
582,20,14,125,18,28,34,29,95,338,32,593,14,83,48,75,2.07,1.37,54.38,99.34,10.95,41.84,7.46,1.81,6.28,1.07,5.40,1.01,3.13,0.48,3.17,0.52,20.15,20.15
334,17,11,89,13,13,46,26,111,66,32,270,15,114,35,50,2.25,1.54,53.27,93.10,11.25,42.99,7.64,1.44,6.48,1.06,5.60,1.03,3.15,0.45,2.97,0.44,7.43,7.43
438,18,11,129,12,15,62,29,101,55,31,268,12,143,77,59,1.82,1.35,41.73,77.10,9.16,35.94,6.64,1.48,5.78,1.01,5.07,0.96,2.98,0.44,2.73,0.41,7.92,7.92
453,16,14,127,15,23,62,30,103,78,33,299,11,134,62,88,1.97,1.58,48.75,85.07,10.27,42.27,7.81,1.60,6.95,1.25,6.90,1.25,3.96,0.59,3.66,0.55,9.27,9.27
358,18,13,164,13,14,60,27,71,104,31,387,16,138,53,70,1.93,1.30,45.42,86.87,9.56,39.58,7.44,1.68,6.47,1.18,6.42,1.27,3.95,0.61,3.87,0.54,10.77,10.77
214,16,13,119,14,16,56,24,79,104,28,342,15,109,42,40,1.30,1.08,52.43,95.25,10.94,41.78,7.32,1.38,6.37,1.02,5.25,0.97,2.81,0.42,2.68,0.40,10.14,10.14
291,19,11,136,13,23,69,25,84,80,28,350,15,147,46,62,1.52,1.24,45.80,85.35,9.81,38.60,7.12,1.32,6.10,0.98,5.20,0.98,2.84,0.41,2.79,0.39,9.72,9.72
276,15,8,97,14,18,43,30,68,63,25,429,14,100,31,59,1.08,1.01,33.58,62.34,7.14,28.42,5.04,0.96,4.58,0.78,4.19,0.82,2.41,0.37,2.45,0.37,10.93,10.93
375,20,13,108,15,19,45,29,81,198,29,359,19,91,36,67,1.52,1.15,42.81,79.72,8.98,34.81,6.41,1.32,5.64,0.96,5.13,0.96,2.84,0.42,2.72,0.40,9.77,9.77
425,17,13,101,13,25,50,40,75,235,30,334,14,76,38,47,1.84,1.32,46.10,90.96,9.48,36.31,6.63,1.52,6.72,0.92,5.54,1.16,3.29,0.53,3.28,0.55,10.68,10.68
238,17,12,105,15,17,35,25,44,258,26,452,14,60,57,43,1.63,1.22,49.12,96.64,9.90,37.76,6.93,1.68,7.11,0.96,5.75,1.20,3.38,0.54,3.42,0.57,16.87,16.87
302,21,14,141,14,28,44,33,66,317,30,397,15,87,71,77,2.24,1.36,47.62,95.03,10.39,40.41,7.61,1.75,7.74,1.04,6.21,1.29,3.54,0.57,3.52,0.57,11.97,11.97
430,21,15,186,17,28,39,29,89,315,32,777,20,82,49,72,2.82,1.49,67.14,126.25,14.14,53.04,9.79,1.96,9.64,1.24,7.12,1.46,4.04,0.67,4.12,0.72,28.97,28.97
386,26,14,132,23,40,41,26,106,286,31,470,15,75,67,90,3.31,1.46,72.38,140.31,14.06,52.69,9.25,2.05,9.28,1.18,6.61,1.35,3.76,0.60,3.65,0.62,18.96,18.96
424,19,14,108,15,12,60,26,153,75,32,231,15,144,53,60,2.57,1.72,60.62,90.11,12.17,46.76,8.02,1.65,7.01,1.11,5.65,0.99,3.08,0.43,2.71,0.40,6.63,6.63
335,21,14,149,13,17,72,30,85,54,36,283,15,140,73,68,2.04,1.52,46.50,84.00,10.01,41.07,7.49,1.63,7.19,1.20,6.71,1.23,3.83,0.55,3.59,0.56,7.82,7.82
338,21,11,129,16,21,81,26,101,58,30,278,17,179,59,96,1.85,1.44,47.91,90.14,10.11,40.98,7.46,1.60,6.64,1.10,5.86,1.10,3.32,0.48,3.12,0.44,7.01,7.01
335,19,13,135,17,17,73,23,97,69,32,338,17,169,39,73,2.14,1.29,51.70,101.66,10.84,43.70,7.83,1.65,6.84,1.10,5.90,1.10,3.38,0.48,3.21,0.46,8.93,8.93
337,19,11,154,14,22,69,35,88,61,29,319,18,134,53,35,1.33,1.16,43.44,81.93,9.37,37.60,6.70,1.35,5.92,0.98,5.10,0.97,2.83,0.43,2.67,0.39,7.44,7.44
285,15,14,144,11,24,68,27,82,59,25,232,12,127,67,180,1.32,1.32,31.49,57.18,6.83,27.28,5.03,1.11,4.70,0.79,4.42,0.84,2.46,0.40,2.36,0.36,6.56,6.56
378,15,10,112,15,19,39,26,79,127,29,386,14,91,43,51,1.31,1.18,46.79,86.58,9.81,38.38,6.98,1.34,6.13,1.03,5.76,1.11,3.16,0.49,3.14,0.47,10.63,10.63
338,23,10,102,16,18,35,17,69,179,29,405,15,81,30,39,1.43,1.11,45.88,83.77,9.57,37.41,6.60,1.29,5.87,0.93,4.82,0.94,2.67,0.40,2.70,0.38,9.39,9.39
434,17,11,87,22,27,34,34,97,228,31,473,16,70,31,40,2.49,1.49,45.11,89.03,9.41,35.88,6.72,1.46,6.93,0.98,6.09,1.30,3.72,0.63,4.05,0.67,16.55,16.55
268,17,12,119,20,18,42,32,55,184,25,406,18,100,78,49,1.89,1.18,59.75,118.32,11.62,42.58,7.44,1.73,7.60,0.97,5.39,1.11,3.11,0.48,3.02,0.50,14.03,14.03
388,25,11,104,17,27,44,28,104,271,26,407,16,99,45,74,2.33,1.18,49.27,96.12,9.85,38.05,6.95,1.69,7.03,0.93,5.36,1.12,3.14,0.51,3.11,0.52,15.54,15.54
354,18,14,128,11,34,41,30,110,280,29,444,16,87,49,70,2.98,1.33,46.90,90.75,9.62,37.67,6.99,1.70,7.27,1.00,5.81,1.24,3.49,0.57,3.47,0.58,15.30,15.30
387,19,15,128,18,32,36,29,148,234,38,348,24,69,63,60,3.77,1.40,53.81,102.93,11.23,43.88,8.25,1.56,8.53,1.25,7.42,1.54,4.40,0.77,4.88,0.79,12.38,12.38
682,13,12,100,20,28,42,17,151,136,39,353,16,100,41,78,3.14,1.86,64.52,123.96,13.78,52.51,1.73,9.88,8.8,1.42,7.56,1.6,4.37,0.7,4.57,0.66,12.66,12.66
613,12,12,98,21,25,45,17,151,150,42,308,19,106,40,81,1.83,1.41,60.24,115.87,13.1,50.29,1.64,9.34,8.53,1.4,7.66,1.68,4.7,0.75,4.92,0.69,12.73,12.73
455,10,11,85,22,20,40,13,93,124,34,409,20,95,22,57,2.35,1.65,62.29,117.86,13.15,50.07,1.64,9.25,8.09,1.28,6.73,1.42,3.84,0.61,3.96,0.56,11.07,11.07
385,15,12,93,19,22,40,15,106,104,31,338,18,100,24,72,1.84,1.21,38.69,80.76,9.65,31.6,1.48,7.49,7.35,1.17,6.01,1.26,3.46,0.56,3.74,0.53,9.76,9.76
350,15,11,92,17,30,44,12,99,100,28,349,14,101,32,55,1.77,1.15,38.64,79.92,9.41,30.94,1.48,7.39,7.39,1.17,6.05,1.26,3.4,0.55,3.67,0.52,9.62,9.62
366,13,11,91,21,26,44,15,101,126,29,349,15,112,26,63,1.87,1.11,40.64,85.21,9.87,32.68,1.58,7.82,7.81,1.24,6.56,1.4,3.87,0.62,4.14,0.58,8.92,8.92
328,6,11,76,25,24,28,11,73,129,28,484,18,110,14,49,1.85,1.2,51.17,100.58,11.26,43.52,1.43,8.26,7.6,1.24,6.91,1.5,4.13,0.67,4.41,0.63,11.76,11.76
298,13,12,93,28,44,29,12,76,75,25,463,16,94,26,152,1.54,1.62,55.11,107.71,11.94,45.66,1.33,8.36,7.46,1.18,6.25,1.3,3.48,0.57,3.71,0.53,10.42,10.42
323,15,14,94,12,42,39,13,89,150,28,280,12,87,28,99,1.92,1.72,40.54,78.09,8.26,31.98,1.13,6.09,5.55,0.89,4.9,1.06,2.86,0.46,3.01,0.43,6.86,6.86
382,15,13,94,19,31,45,16,99,303,34,404,18,105,24,72,1.91,1.16,48.97,94.15,10.86,42.22,1.42,7.95,7.19,1.15,6.15,1.3,3.5,0.56,3.62,0.51,10.09,10.09
378,16,12,102,32,26,41,17,98,135,38,434,19,116,21,81,2.22,1.57,79.29,150.92,17.1,65.81,1.98,11.97,10.88,1.7,9.12,1.89,5.05,0.8,5.12,0.72,11.62,11.62
385,12,12,93,16,25,46,14,100,153,31,313,16,118,23,72,2.21,1.36,47.92,85.11,10.27,40.2,1.45,7.68,6.9,1.13,5.92,1.25,3.34,0.53,3.51,0.51,8.88,8.88
355,12,13,99,16,23,41,15,76,208,31,322,14,110,23,53,2.38,1.32,49.74,94.67,10.84,41.85,1.37,7.81,7.12,1.11,5.93,1.24,3.37,0.54,3.57,0.51,9.49,9.49
564,18,13,99,26,28,43,14,135,155,43,403,16,106,35,71,2.81,1.69,57.14,105.86,12.03,46.29,1.65,8.65,7.72,1.26,6.75,1.46,4.05,0.65,4.29,0.61,13.23,13.23
548,15,11,98,19,25,43,18,127,120,40,316,15,97,31,69,2.33,1.58,67.48,128.34,14.23,54.44,1.67,9.91,8.79,1.39,7.09,1.46,3.92,0.61,3.98,0.57,11.45,11.45
498,13,12,125,15,21,51,21,129,112,38,286,17,122,35,88,2.18,1.63,55.83,107.24,12.12,47.19,1.63,8.93,8.14,1.32,7.09,1.52,4.13,0.65,4.3,0.61,10.79,10.79
456,13,13,116,18,32,56,19,149,106,36,334,17,128,48,108,2.42,1.62,74.88,148.17,16.87,57.71,2.12,12.69,12.49,1.91,9.48,1.9,5,0.77,5.02,0.69,9.14,9.14
449,12,13,107,14,26,50,17,141,115,33,323,14,125,38,86,2.17,1.46,52.26,105.54,12.13,46.96,1.72,9.17,8.83,1.36,6.75,1.38,3.68,0.59,3.94,0.55,8.03,8.03
374,18,12,95,11,26,45,15,121,127,34,253,13,105,25,80,2.04,1.32,35.95,75.58,8.97,28.12,1.49,7.08,7.1,1.15,6.12,1.32,3.62,0.58,3.89,0.54,6.45,6.45
426,14,12,85,19,19,32,10,103,161,31,412,16,111,23,67,1.92,2.24,53.66,103.87,11.95,46.42,1.56,8.77,8.09,1.32,7.37,1.6,4.51,0.71,4.69,0.66,12.14,12.14
358,11,12,99,14,79,31,11,97,171,32,449,18,99,14,105,2.1,1.29,50.76,95.95,11.08,42.87,1.38,8.08,7.37,1.19,6.63,1.43,3.95,0.63,4.06,0.58,9.86,9.86
429,12,14,97,18,53,36,16,108,180,32,379,19,100,22,185,2.16,1.55,56.64,107.11,12.62,45.27,1.7,9.57,8.91,1.45,7.97,1.68,4.59,0.72,4.64,0.65,10.74,10.74
417,13,12,88,14,23,34,14,105,180,32,362,16,105,20,69,2.25,1.33,42.58,76.8,9.54,37.79,1.56,7.57,6.91,1.18,6.56,1.43,3.89,0.63,4.21,0.61,11.62,11.62
396,14,10,76,24,24,29,11,91,158,31,487,17,109,15,59,2.1,1.3,55.93,99.83,12.43,48.59,1.63,9.27,8.3,1.32,6.92,1.46,4,0.65,4.38,0.63,13.95,13.95
398,15,11,73,24,25,29,13,86,164,29,417,16,90,16,54,2.07,1.23,44.12,79.8,9.88,39.15,1.46,7.87,7.23,1.19,6.71,1.46,4.09,0.66,4.41,0.64,12.75,12.75
401,9,11,81,17,18,35,13,99,206,29,353,16,97,21,60,2.18,1.2,41.76,75.25,9.19,36.31,1.38,7.1,6.4,1.05,5.69,1.21,3.21,0.52,3.45,0.5,9.65,9.65
402,13,12,90,20,23,38,15,103,195,37,425,18,110,22,65,2.04,1.19,45.35,97.94,11.69,36.14,1.88,9.31,9.2,1.44,7.35,1.52,4.14,0.66,4.45,0.62,12.17,12.17
518,17,10,89,23,28,36,15,116,181,43,389,14,96,28,64,2.33,1.55,68.38,127.83,14.54,55.81,1.79,10.36,9.1,1.42,7.22,1.47,3.92,0.61,4.02,0.58,12.38,12.38
468,13,14,106,16,17,45,16,96,165,43,382,27,116,25,74,2.42,1.38,52.61,101.89,11.86,41.17,1.89,9.34,8.59,1.43,7.83,1.71,4.68,0.75,4.94,0.7,13.64,13.64
447,14,11,80,27,30,35,13,113,178,38,392,13,85,22,65,2.66,1.61,70.53,131.45,15.35,59.77,1.88,11.24,10.22,1.66,8.71,1.85,5,0.81,5.37,0.78,12.49,12.49
403,12,12,91,23,20,35,15,109,168,32,385,14,110,19,66,2.31,1.5,63.99,118.93,13.82,53.99,1.73,10.27,9.27,1.46,7.65,1.6,4.39,0.69,4.47,0.63,11.53,11.53
401,18,12,93,14,21,38,11,109,164,30,357,15,102,21,61,2.02,1.26,45.8,87.04,9.99,38.65,1.42,7.61,6.93,1.14,6.33,1.36,3.77,0.6,3.88,0.54,10.03,10.03
435,11,11,86,22,20,35,12,97,167,32,367,16,106,16,61,2.14,1.41,56.65,100.52,12.32,48.07,1.7,9.28,8.33,1.38,7.66,1.69,4.69,0.77,4.94,0.72,11.46,11.46
458,16,12,83,25,33,39,15,123,169,34,348,17,98,23,76,2.21,1.46,51.71,88.84,11.2,43.72,1.62,8.44,7.58,1.23,6.75,1.45,3.88,0.62,4.03,0.57,10.67,10.67
450,12,13,95,9,56,37,14,110,207,32,387,15,93,19,93,2.13,1.37,50.02,95.93,11.16,43.61,1.64,8.6,7.86,1.29,7.12,1.52,4.19,0.67,4.28,0.6,10.8,10.8
396,11,11,89,15,85,34,17,95,169,28,404,18,103,18,116,2,1.36,47.3,83.78,10.5,41.43,1.6,8.22,7.51,1.27,7.31,1.64,4.47,0.72,4.71,0.67,13.49,13.49
384,15,10,79,23,26,31,15,97,170,32,433,19,107,15,55,2.02,1.3,51.39,90.96,11.31,44.36,1.6,8.61,7.69,1.27,7.04,1.54,4.22,0.68,4.46,0.64,13.74,13.74
385,15,11,87,23,19,29,13,81,169,32,423,16,102,16,53,1.99,1.32,53.77,94.16,11.76,46.11,1.6,8.87,7.73,1.26,6.87,1.47,4.01,0.64,4.24,0.6,12.49,12.49
352,12,11,84,20,20,35,14,90,133,30,379,16,103,27,55,2.08,1.61,62.23,114.35,13.19,50.89,1.64,9.59,8.44,1.33,7.06,1.49,3.91,0.63,4.01,0.57,12.87,12.87
375,8,14,102,19,16,44,18,96,154,36,408,18,117,20,64,2.21,1.26,45.95,90.16,10.56,36.23,1.58,7.98,7.37,1.23,6.85,1.49,4.08,0.65,4.27,0.6,12.03,12.03
360,14,12,96,15,19,38,14,89,179,33,389,18,109,20,65,1.95,1.12,47.5,94.29,11.18,34.03,1.75,8.88,8.82,1.39,7.09,1.49,4.03,0.65,4.32,0.6,10.21,10.21
451,16,13,94,20,20,38,13,107,196,35,391,18,104,19,64,2.12,1.44,40.97,83.71,9.68,31.8,1.62,7.23,6.33,1.08,6.25,1.39,3.86,0.62,3.93,0.56,9.52,9.52
432,16,11,87,18,19,36,16,105,203,35,392,18,94,17,66,2.38,1.36,46.08,91.38,10.73,40.13,1.65,8.25,7.67,1.27,7.13,1.53,4.27,0.68,4.42,0.63,12.15,12.15
372,9,11,79,17,21,27,10,83,162,28,344,15,83,11,47,1.88,1.2,45.93,87.04,10,39.42,1.36,7.73,7.01,1.1,5.81,1.2,3.21,0.52,3.36,0.48,9.56,9.56
427,15,12,89,17,21,33,13,99,193,33,465,18,107,15,63,2,1.29,57.25,111.86,12.97,50.72,1.77,9.83,9.05,1.47,8.01,1.69,4.71,0.75,4.92,0.7,15.71,15.71
446,13,14,97,33,20,41,17,123,133,38,374,13,109,23,68,2.36,1.64,84.97,159.35,17.9,68.9,2.04,12.63,11.38,1.75,8.71,1.74,4.53,0.71,4.58,0.64,11.51,11.51
343,17,14,87,54,18,33,14,66,356,43,732,20,105,8,67,1.87,1.67,134.02,259.71,27.75,106.53,2.55,19.37,16.1,2.59,12.61,2.54,6.69,1.06,6.91,0.98,21.58,21.58
453,16,12,100,23,34,44,16,124,102,34,347,15,106,25,85,2.71,1.75,68.02,130.83,14.63,56.25,1.75,10.55,9.54,1.51,7.81,1.62,4.29,0.67,4.35,0.61,9.93,9.93
401,9,12,94,9,114,42,14,111,137,29,377,18,110,25,140,2.11,1.47,49.68,86.51,10.96,43.19,1.55,8.37,7.45,1.22,6.8,1.46,3.96,0.64,4.23,0.6,11.23,11.23
385,15,12,90,25,24,34,12,96,192,33,449,16,106,16,62,1.95,1.28,56.16,97.98,12.25,47.68,1.59,9.16,8.08,1.3,7.01,1.53,4.08,0.65,4.23,0.61,13.94,13.94
213,16,13,101,31,13,31,17,52,115,30,280,17,87,26,60,2.43,1.84,72.93,123.3,13.95,53.89,1.68,10.08,9.2,1.48,8.05,1.74,4.61,0.72,4.62,0.64,8.65,8.65
250,18,11,78,21,15,28,15,66,102,23,155,13,72,61,47,2.38,1.71,56.27,99.04,11.86,45.54,1.42,8.31,7.31,1.15,5.97,1.22,3.2,0.49,3.23,0.44,5.39,5.39
400,11,15,115,21,16,60,21,103,152,39,289,20,145,31,76,2,1.21,36.89,76.05,8.9,30.17,1.46,7.1,6.63,1.13,6.33,1.38,3.79,0.61,3.94,0.56,9.95,9.95
418,10,12,118,15,18,49,16,81,158,34,369,22,123,21,66,1.98,1.21,38.06,81.29,9.41,31.14,1.51,7.41,6.99,1.19,6.72,1.49,4.19,0.67,4.42,0.63,11.38,11.38
438,12,13,116,21,12,45,20,94,169,49,432,20,105,21,66,1.86,1.32,55.16,107.27,12.31,44.5,1.71,9.47,8.78,1.42,7.71,1.66,4.53,0.72,4.76,0.67,12.48,12.48
390,11,12,90,26,25,35,14,95,144,36,446,16,112,16,60,1.94,1.38,67.22,131.69,14.78,57.27,1.87,10.85,10.08,1.63,8.76,1.86,5.02,0.79,5.15,0.73,14.3,14.3
373,14,12,90,34,21,33,10,72,218,39,514,16,97,12,48,1.77,1.32,102.65,193.41,20.89,80.69,2.24,14.96,13.54,2.12,10.81,2.21,5.92,0.93,6.03,0.85,14.55,14.55
365,11,13,96,42,24,38,13,94,141,40,478,14,99,21,55,1.76,1.42,103.84,194.2,21.81,83.98,2.43,15.36,13.89,2.16,10.95,2.28,6.01,0.94,6.01,0.85,13.8,13.8
467,17,11,98,22,27,43,13,129,127,35,376,16,111,27,73,2.17,1.47,73.19,138.66,15.5,59.31,1.75,10.91,9.88,1.54,7.83,1.6,4.2,0.67,4.31,0.6,10.36,10.36
391,16,12,97,22,25,43,13,134,126,36,373,18,116,20,69,2.74,1.47,78.37,145.45,16.38,62.79,1.91,11.53,10.57,1.65,8.59,1.78,4.74,0.74,4.83,0.66,11.32,11.32
435,16,12,89,20,34,41,17,141,152,37,308,15,91,23,75,2.98,1.57,76.81,142.35,15.87,60.89,1.82,11.02,9.83,1.47,7.07,1.36,3.46,0.54,3.49,0.48,8.46,8.46
387,16,12,95,27,25,41,14,105,141,33,411,17,110,21,56,2.45,1.43,59.62,105.52,12.71,49.11,1.7,9.22,8.51,1.34,7.11,1.51,4.03,0.65,4.22,0.58,10.83,10.83
351,18,12,89,35,16,33,16,70,157,37,528,19,104,15,72,2.65,1.76,106.34,200.91,22.06,82.59,2.33,15.72,13.13,2.33,11.07,2.44,6.09,1.04,6.31,0.95,14.9,14.9
271,18,13,100,27,15,36,19,87,78,34,456,16,88,37,75,2.63,2.18,89.22,167.55,18.73,71.84,2,13.29,12.29,1.9,9.62,1.96,5.07,0.8,5.32,0.73,12.91,12.91
374,18,13,105,18,24,46,19,101,89,31,436,18,119,43,54,2.11,1.38,59.36,104.14,12.68,49.35,1.63,9.24,8.46,1.33,7.03,1.5,4.03,0.65,4.24,0.59,10.82,10.82
367,13,16,140,18,12,64,24,72,172,55,488,24,178,22,67,1.84,1.31,52.11,106.25,12.26,42.13,2,10.14,9.73,1.65,9.41,2.09,5.8,0.95,6.25,0.89,16.25,16.25
429,12,13,109,28,23,47,19,113,176,55,544,20,132,28,73,2.1,1.47,80.93,153.87,17.31,67.11,1.96,12.44,11.26,1.78,9.12,1.89,4.96,0.79,5.18,0.74,16.29,16.29
